vil_zh,vil_en
馬蘭里,MALAN VIL.
高上里,GAOSHANG VIL.
高士村,GAOSHI VIL.
高山里,GAOSHAN VIL.
高山巷,GAOSHAN LN.
高中里,GAOZHONG VIL.
高北里,GAOBEI VIL.
高平里,GAOPING VIL.
高平巷,GAOPING LN.
高西里,GAOXI VIL.
高明里,GAOMING VIL.
高東里,GAODONG VIL.
高松里,GAOSONG VIL.
高林村,GAOLIN VIL.
高南里,GAONAN VIL.
高城里,GAOCHENG VIL.
高美里,GAOMEI VIL.
高苗里,GAOMIAO VIL.
高原里,GAOYUAN VIL.
高埔村,GAOPU VIL.
高峰里,GAOFENG VIL.
高峰巷,GAOFENG LN.
高朗村,GAOLANG VIL.
高楠里,GAONAN VIL.
高義里,GAOYI VIL.
高榮里,GAORONG VIL.
高碼一巷,GAOMA 1ST LN.
高碼七巷,GAOMA 7TH LN.
高碼二巷,GAOMA 2ND LN.
高碼三巷,GAOMA 3RD LN.
高碼五巷,GAOMA 5TH LN.
高碼六巷,GAOMA 6TH LN.
高碼四巷,GAOMA 4TH LN.
高樹村,GAOSHU VIL.
高豐巷,GAOFENG LN.
高雙里,GAOSHUANG VIL.
乾華里,GANHUA VIL.
乾溝村,GANGOU VIL.
偉功里,WEIGONG VIL.
健民里,JIANMIN VIL.
健行里,JIANXING VIL.
健行巷,JIANXING LN.
副瀨村,FULAI VIL.
匏崙村,PAOLUN VIL.
唪口里,FENGKOU VIL.
商華里,SHANGHUA VIL.
啟明里,QIMING VIL.
啟模里,QIMO VIL.
國小巷,GUOXIAO LN.
國中巷,GUOZHONG LN.
國平里,GUOPING VIL.
國民里,GUOMIN VIL.
國光一巷,GUOGUANG 1ST LN.
國光二巷,GUOGUANG 2ND LN.
國光里,GUOGUANG VIL.
國光巷,GUOGUANG LN.
國全巷,GUOQUAN LN.
國宅里,GUOZHAI VIL.
國宅巷,GUOZHAI LN.
國安里,GUO’AN VIL.
國防里,GUOFANG VIL.
國姓村,GUOXING VIL.
國姓里,GUOXING VIL.
國昌里,GUOCHANG VIL.
國武里,GUOWU VIL.
國治里,GUOZHI VIL.
國勇巷,GUOYONG LN.
國威里,GUOWEI VIL.
國風里,GUOFENG VIL.
國校里,GUOXIAO VIL.
國校巷,GUOXIAO LN.
國泰里,GUOTAI VIL.
國泰巷,GUOTAI LN.
國強里,GUOQIANG VIL.
國盛里,GUOSHENG VIL.
國富里,GUOFU VIL.
國華二巷,GUOHUA 2ND LN.
國華里,GUOHUA VIL.
國隆里,GUOLONG VIL.
國順里,GUOSHUN VIL.
國業里,GUOYE VIL.
國聖里,GUOSHENG VIL.
國裕里,GUOYU VIL.
國福里,GUOFU VIL.
國際一巷,GUOJI 1ST LN.
國際二巷,GUOJI 2ND LN.
國魂里,GUOHUN VIL.
國慶里,GUOQING VIL.
國興里,GUOXING VIL.
國興巷,GUOXING LN.
國聯里,GUOLIAN VIL.
國豐里,GUOFENG VIL.
埤子村,PIZI VIL.
埤內巷,PINEI LN.
埤斗村,PIDOU VIL.
埤北里,PIBEI VIL.
埤西里,PIXI VIL.
埤西巷,PIXI LN.
埤底巷,PIDI LN.
埤東里,PIDONG VIL.
埤林里,PILIN VIL.
埤前村,PIQIAN VIL.
埤南巷,PINAN LN.
埤島里,PIDAO VIL.
埤頂里,PIDING VIL.
埤麻里,PIMA VIL.
埤鄉里,PIXIANG VIL.
埤塘里,PITANG VIL.
埤腳村,PIJIAO VIL.
埤腳里,PIJIAO VIL.
埤墘村,PIQIAN VIL.
埤墘里,PIQIAN VIL.
埤寮里,PILIAO VIL.
埤頭村,PITOU VIL.
埤頭里,PITOU VIL.
埤頭巷,PITOU LN.
埤霞村,PIXIA VIL.
培元里,PEIYUAN VIL.
培英巷,PEIYING LN.
培德里,PEIDE VIL.
基山里,JISHAN VIL.
堀頭里,JUETOU VIL.
堀邊巷,JUEBIAN LN.
堂內巷,TANGNEI LN.
堂春里,TANGCHUN VIL.
堵北里,DUBEI VIL.
堵南里,DUNAN VIL.
密枝里,MIZHI VIL.
將軍一巷,JIANGJUN 1ST LN.
將軍二巷,JIANGJUN 2ND LN.
將軍村,JIANGJUN VIL.
將軍里,JIANGJUN VIL.
將軍巷,JIANGJUN LN.
將富里,JIANGFU VIL.
將貴里,JIANGGUI VIL.
崇文里,CHONGWEN VIL.
崇文巷,CHONGWEN LN.
崇右巷,CHONGYOU LN.
崇成里,CHONGCHENG VIL.
崇西巷,CHONGXI LN.
崇明里,CHONGMING VIL.
崇信里,CHONGXIN VIL.
崇南里,CHONGNAN VIL.
崇倫里,CHONGLUN VIL.
崇善里,CHONGSHAN VIL.
崇智里,CHONGZHI VIL.
崇義里,CHONGYI VIL.
崇義巷,CHONGYI LN.
崇實里,CHONGSHI VIL.
崇誨里,CHONGHUI VIL.
崇德村,CHONGDE VIL.
崇德里,CHONGDE VIL.
崇德巷,CHONGDE LN.
崇賢巷,CHONGXIAN LN.
崇學里,CHONGXUE VIL.
崇禮里,CHONGLI VIL.
崇蘭里,CHONGLAN VIL.
崎內里,QINEI VIL.
崎峰村,QIFENG VIL.
崎頂村,QIDING VIL.
崎頂里,QIDING VIL.
崎溜巷,QILIU LN.
崎漏里,QILOU VIL.
崑山西巷,KUNSHAN W. LN.
崑山里,KUNSHAN VIL.
崑山東巷,KUNSHAN E. LN.
崑中巷,KUNZHONG LN.
崑崙村,KUNLUN VIL.
崑崙里,KUNLUN VIL.
崑崙巷,KUNLUN LN.
崗山里,GANGSHAN VIL.
崙上村,LUNSHANG VIL.
崙子村,LUNZI VIL.
崙子巷,LUNZI LN.
崙山村,LUNSHAN VIL.
崙中村,LUNZHONG VIL.
崙內里,LUNNEI VIL.
崙仔村,LUNZAI VIL.
崙仔巷,LUNZAI LN.
崙北村,LUNBEI VIL.
崙北巷,LUNBEI LN.
崙平里,LUNPING VIL.
崙西村,LUNXI VIL.
崙尾巷,LUNWEI LN.
崙尾寮巷,LUNWEILIAO LN.
崙坪里,LUNPING VIL.
崙東村,LUNDONG VIL.
崙東里,LUNDONG VIL.
崙前村,LUNQIAN VIL.
崙南村,LUNNAN VIL.
崙後村,LUNHOU VIL.
崙美村,LUNMEI VIL.
崙峰里,LUNFENG VIL.
崙埤村,LUNPI VIL.
崙頂村,LUNDING VIL.
崙頂里,LUNDING VIL.
崙頂巷,LUNDING LN.
崙港巷,LUNGANG LN.
崙陽村,LUNYANG VIL.
崙雅村,LUNYA VIL.
崙雅里,LUNYA VIL.
崙雅巷,LUNYA LN.
崙腳村,LUNJIAO VIL.
崙豐巷,LUNFENG LN.
崩山村,BENGSHAN VIL.
崩山巷,BENGSHAN LN.
康安里,KANG’AN VIL.
康榔里,KANGLANG VIL.
康壽里,KANGSHOU VIL.
康寧里,KANGNING VIL.
康寧巷,KANGNING LN.
康福里,KANGFU VIL.
康樂村,KANGLE VIL.
康樂里,KANGLE VIL.
康樂巷,KANGLE LN.
康衢巷,KANGQU LN.
張北里,ZHANGBEI VIL.
張南里,ZHANGNAN VIL.
張厝一巷,ZHANGCUO 1ST LN.
張厝二巷,ZHANGCUO 2ND LN.
張厝三巷,ZHANGCUO 3RD LN.
張厝四巷,ZHANGCUO 4TH LN.
張厝村,ZHANGCUO VIL.
張厝巷,ZHANGCUO LN.
強國里,QIANGGUO VIL.
得仁里,DEREN VIL.
得月巷,DEYUE LN.
得安村,DE’AN VIL.
得和里,DEHE VIL.
得勝里,DESHENG VIL.
得勝巷,DESHENG LN.
御史里,YUSHI VIL.
排路里,PAILU VIL.
排灣村,PAIWAN VIL.
接物巷,JIEWU LN.
教仁里,JIAOREN VIL.
教會巷,JIAOHUI LN.
曹公里,CAOGONG VIL.
望古里,WANGGU VIL.
望和巷,WANGHE LN.
望明里,WANGMING VIL.
望美村,WANGMEI VIL.
望間里,WANGJIAN VIL.
望嘉村,WANGJIA VIL.
桶寮巷,TONGLIAO LN.
桶盤里,TONGPAN VIL.
桶頭里,TONGTOU VIL.
梅子里,MEIZI VIL.
梅子巷,MEIZI LN.
梅山里,MEISHAN VIL.
梅山巷,MEISHAN LN.
梅川里,MEICHUAN VIL.
梅北村,MEIBEI VIL.
梅州里,MEIZHOU VIL.
梅岡巷,MEIGANG LN.
梅東村,MEIDONG VIL.
梅林里,MEILIN VIL.
梅花村,MEIHUA VIL.
梅花里,MEIHUA VIL.
梅芳里,MEIFANG VIL.
梅南村,MEINAN VIL.
梅南里,MEINAN VIL.
梅洲里,MEIZHOU VIL.
梅埔里,MEIPU VIL.
梅華里,MEIHUA VIL.
梅園村,MEIYUAN VIL.
梅新里,MEIXIN VIL.
梅溪里,MEIXI VIL.
梅蘭巷,MEILAN LN.
梓平里,ZIPING VIL.
梓和里,ZIHE VIL.
梓信里,ZIXIN VIL.
梓義里,ZIYI VIL.
梧北村,WUBEI VIL.
梧南村,WUNAN VIL.
梧桐巷,WUTONG LN.
梧鳳村,WUFENG VIL.
梨子巷,LIZI LN.
梨山里,LISHAN VIL.
梨崙巷,LILUN LN.
梨園巷,LIYUAN LN.
涵碧巷,HANBI LN.
涼山村,LIANGSHAN VIL.
淡溝里,DANGOU VIL.
深井村,SHENJING VIL.
深水里,SHENSHUI VIL.
深丘里,SHENQIU VIL.
深圳里,SHENZUN VIL.
深坑村,SHENKENG VIL.
深坑里,SHENKENG VIL.
深坑巷,SHENKENG LN.
深溝村,SHENGOU VIL.
深澳里,SHEN’AO VIL.
淵中里,YUANZHONG VIL.
淵西里,YUANXI VIL.
淵東里,YUANDONG VIL.
添福里,TIANFU VIL.
清化里,QINGHUA VIL.
清文里,QINGWEN VIL.
清水一巷,QINGSHUI 1ST LN.
清水二巷,QINGSHUI 2ND LN.
清水三巷,QINGSHUI 3RD LN.
清水村,QINGSHUI VIL.
清水里,QINGSHUI VIL.
清水巷,QINGSHUI LN.
清平巷,QINGPING LN.
清白里,QINGBAI VIL.
清白巷,QINGBAI LN.
清安村,QING’AN VIL.
清江里,QINGJIANG VIL.
清秀巷,QINGXIU LN.
清谷巷,QINGGU LN.
清和里,QINGHE VIL.
清明巷,QINGMING LN.
清武巷,QINGWU LN.
清河巷,QINGHE LN.
清泉里,QINGQUAN VIL.
清流巷,QINGLIU LN.
清美巷,QINGMEI LN.
清風巷,QINGFENG LN.
清埔巷,QINGPU LN.
清華里,QINGHUA VIL.
清華巷,QINGHUA LN.
清進巷,QINGJIN LN.
清隆巷,QINGLONG LN.
清雲巷,QINGYUN LN.
清新里,QINGXIN VIL.
清溝村,QINGGOU VIL.
清溪里,QINGXI VIL.
清德巷,QINGDE LN.
清蓮里,QINGLIAN VIL.
清靜巷,QINGJING LN.
清營巷,QINGYING LN.
清穗里,QINGSUI VIL.
清豐里,QINGFENG VIL.
烽火巷,FENGHUO LN.
爽文村,SHUANGWEN VIL.
犁分里,LIFEN VIL.
犁盛里,LISHENG VIL.
犁頭巷,LITOU LN.
球庭巷,QIUTING LN.
理想里,LIXIANG VIL.
盛和巷,SHENGHE LN.
盛昌里,SHENGCHANG VIL.
盛春二巷,SHENGCHUN 2ND LN.
盛春四巷,SHENGCHUN 4TH LN.
盛都巷,SHENGDU LN.
盛隆村,SHENGLONG VIL.
盛漁里,SHENGYU VIL.
盛興里,SHENGXING VIL.
盛豐里,SHENGFENG VIL.
眾和巷,ZHONGHE LN.
硫黃村,LIUHUANG VIL.
硫酸錏巷,LIUSUANYA LN.
祥和里,XIANGHE VIL.
祥和新莊東一巷,XIANGHEXINZHUANG E. 1ST LN.
祥和新莊東二巷,XIANGHEXINZHUANG E. 2ND LN.
祥和新莊東三巷,XIANGHEXINZHUANG E. 3RD LN.
祥鳳里,XIANGFENG VIL.
祥興一巷,XIANGXING 1ST LN.
祥興二巷,XIANGXING 2ND LN.
祥興三巷,XIANGXING 3RD LN.
祥興里,XIANGXING VIL.
笨港里,BENGANG VIL.
第一巷,DI 1ST LN.
第二巷,DI 2ND LN.
第三巷,DI 3RD LN.
粗坑里,CUKENG VIL.
粗坑巷,CUKENG LN.
粗溪村,CUXI VIL.
粗窟里,CUKU VIL.
累藤巷,LEITENG LN.
統埔村,TONGPU VIL.
統嶺里,TONGLING VIL.
統嶺巷,TONGLING LN.
船頭里,CHUANTOU VIL.
船頭巷,CHUANTOU LN.
荷苞村,HEBAO VIL.
莊一橫巷,ZHUANGYI SIDE LN.
莊內巷,ZHUANGNEI LN.
莊尾巷,ZHUANGWEI LN.
莊尾橫巷,ZHUANGWEI SIDE LN.
莊雅村,ZHUANGYA VIL.
莊雅巷,ZHUANGYA LN.
莊敬里,ZHUANGJING VIL.
莊敬巷,ZHUANGJING LN.
莊禮里,ZHUANGLI VIL.
莊邊巷,ZHUANGBIAN LN.
莒光里,JUGUANG VIL.
莒光巷,JUGUANG LN.
莒園巷,JUYUAN LN.
蚵間里,KEJIAN VIL.
蚵寮村,KELIAO VIL.
蚶寮里,HANLIAO VIL.
許厝里,XUCUO VIL.
許厝巷,XUCUO LN.
許家村,XUJIA VIL.
貨饒里,HUORAO VIL.
軟橋里,RUANQIAO VIL.
通山巷,TONGSHAN LN.
通化里,TONGHUA VIL.
通文巷,TONGWEN LN.
通水巷,TONGSHUI LN.
通仙巷,TONGXIAN LN.
通北巷,TONGBEI LN.
通安里,TONG’AN VIL.
通西里,TONGXI VIL.
通典巷,TONGDIAN LN.
通明里,TONGMING VIL.
通東里,TONGDONG VIL.
通南里,TONGNAN VIL.
通校巷,TONGXIAO LN.
通海巷,TONGHAI LN.
通梁村,TONGLIANG VIL.
通鹿巷,TONGLU LN.
通港巷,TONGGANG LN.
通黃巷,TONGHUANG LN.
通德巷,TONGDE LN.
通潮一巷,TONGCHAO 1ST LN.
通潮七巷,TONGCHAO 7TH LN.
通潮二巷,TONGCHAO 2ND LN.
通潮三巷,TONGCHAO 3RD LN.
通潮四巷,TONGCHAO 4TH LN.
通賢巷,TONGXIAN LN.
通霄巷,TONGXIAO LN.
通興里,TONGXING VIL.
通灣里,TONGWAN VIL.
造橋村,ZAOQIAO VIL.
逢甲里,FENGJIA VIL.
逢甲巷,FENGJIA LN.
逢福里,FENGFU VIL.
連和里,LIANHE VIL.
連城里,LIANCHENG VIL.
部下村,BUXIA VIL.
部子村,BUZI VIL.
部子里,BUZI VIL.
部子巷,BUZI LN.
部仔二十五巷,BUZAI 25TH LN.
部仔巷,BUZAI LN.
部北里,BUBEI VIL.
部坑巷,BUKENG LN.
部底巷,BUDI LN.
部南里,BUNAN VIL.
郭厝里,GUOCUO VIL.
郭厝巷,GUOCUO LN.
都達村,DUDA VIL.
都蘭村,DULAN VIL.
野柳里,YELIU VIL.
陳平里,CHENPING VIL.
陳平巷,CHENPING LN.
陳厝巷,CHENCUO LN.
陳家巷,CHENJIA LN.
陸一里,61ST VIL.
陸光里,LUGUANG VIL.
陸嘉村,LUJIA VIL.
陸橋里,LUQIAO VIL.
陸橋南巷,LUQIAO S. LN.
陸豐村,LUFENG VIL.
陸豐里,LUFENG VIL.
頂山里,DINGSHAN VIL.
頂中里,DINGZHONG VIL.
頂北里,DINGBEI VIL.
頂田巷,DINGTIAN LN.
頂好巷,DINGHAO LN.
頂宅里,DINGZHAI VIL.
頂安里,DING’AN VIL.
頂庄村,DINGZHUANG VIL.
頂庄里,DINGZHUANG VIL.
頂庄巷,DINGZHUANG LN.
頂竹里,DINGZHU VIL.
頂西里,DINGXI VIL.
頂坑巷,DINGKENG LN.
頂角巷,DINGJIAO LN.
頂店里,DINGDIAN VIL.
頂店巷,DINGDIAN LN.
頂東里,DINGDONG VIL.
頂芳巷,DINGFANG LN.
頂長里,DINGCHANG VIL.
頂南里,DINGNAN VIL.
頂城里,DINGCHENG VIL.
頂城巷,DINGCHENG LN.
頂巷,DING LN.
頂柳里,DINGLIU VIL.
頂厝里,DINGCUO VIL.
頂厝巷,DINGCUO LN.
頂埔村,DINGPU VIL.
頂埔里,DINGPU VIL.
頂埔巷,DINGPU LN.
頂崁村,DINGKAN VIL.
頂崁里,DINGKAN VIL.
頂崁巷,DINGKAN LN.
頂紙寮坑巷,DINGZHILIAOKENG LN.
頂罟里,DINGGU VIL.
頂崙村,DINGLUN VIL.
頂崙巷,DINGLUN LN.
頂犁村,DINGLI VIL.
頂粘村,DINGNIAN VIL.
頂部村,DINGBU VIL.
頂部里,DINGBU VIL.
頂部巷,DINGBU LN.
頂揖村,DINGYI VIL.
頂湖村,DINGHU VIL.
頂湖巷,DINGHU LN.
頂湳里,DINGNAN VIL.
頂番里,DINGFAN VIL.
頂街里,DINGJIE VIL.
頂新里,DINGXIN VIL.
頂溪里,DINGXI VIL.
頂僑巷,DINGQIAO LN.
頂碩里,DINGSHI VIL.
頂福里,DINGFU VIL.
頂寮村,DINGLIAO VIL.
頂寮里,DINGLIAO VIL.
頂寮巷,DINGLIAO LN.
頂潭里,DINGTAN VIL.
頂橋一巷,DINGQIAO 1ST LN.
頂橋二巷,DINGQIAO 2ND LN.
頂橋三巷,DINGQIAO 3RD LN.
頂橋西巷,DINGQIAO W. LN.
頂橋新南巷,DINGQIAOXIN S. LN.
頂興巷,DINGXING LN.
頂頭巷,DINGTOU LN.
頂鹽里,DINGYAN VIL.
頂灣巷,DINGWAN LN.
魚池村,YUCHI VIL.
魚行里,YUXING VIL.
魚寮村,YULIAO VIL.
魚寮巷,YULIAO LN.
魚寮橫巷,YULIAO SIDE LN.
鳥松里,NIAOSONG VIL.
鳥松巷,NIAOSONG LN.
鳥嶼村,NIAOYU VIL.
鹿北村,LUBEI VIL.
鹿北巷,LUBEI LN.
鹿田里,LUTIAN VIL.
鹿耳里,LU’ER VIL.
鹿谷村,LUGU VIL.
鹿東村,LUDONG VIL.
鹿南村,LUNAN VIL.
鹿南巷,LUNAN LN.
鹿埔村,LUPU VIL.
鹿埔里,LUPU VIL.
鹿峰里,LUFENG VIL.
鹿草村,LUCAO VIL.
鹿野村,LUYE VIL.
鹿場村,LUCHANG VIL.
鹿場里,LUCHANG VIL.
鹿窟巷,LUKU LN.
鹿滿村,LUMAN VIL.
鹿鳴里,LUMING VIL.
鹿鳴巷,LUMING LN.
鹿寮村,LULIAO VIL.
鹿寮里,LULIAO VIL.
鹿寮巷,LULIAO LN.
鹿興巷,LUXING LN.
麥津村,MAIJIN VIL.
麥厝村,MAICUO VIL.
麥豐村,MAIFENG VIL.
麻口里,MAKOU VIL.
麻竹巷,MAZHU LN.
麻園村,MAYUAN VIL.
麻園里,MAYUAN VIL.
麻寮里,MALIAO VIL.
傑魚里,JIEYU VIL.
凱旋市場巷,KAIXUAN MARKET LN.
凱旋里,KAIXUAN VIL.
創造巷,CHUANGZAO LN.
勝功巷,SHENGGONG LN.
勝安村,SHENG’AN VIL.
勝安里,SHENG’AN VIL.
勝利村,SHENGLI VIL.
勝利里,SHENGLI VIL.
勝利巷,SHENGLI LN.
勝校巷,SHENGXIAO LN.
勝義巷,SHENGYI LN.
勝興村,SHENGXING VIL.
勝豐里,SHENGFENG VIL.
博仁里,BOREN VIL.
博孝里,BOXIAO VIL.
博厚里,BOHOU VIL.
博望巷,BOWANG LN.
博惠里,BOHUI VIL.
博愛一橫巷,BO’AI LST SIDE LN.
博愛村,BO’AI VIL.
博愛里,BO’AI VIL.
博愛巷,BO’AI LN.
博嘉里,BOJIA VIL.
善美里,SHANMEI VIL.
善德巷,SHANDE LN.
善餘村,SHANYU VIL.
喜北里,XIBEI VIL.
喜東里,XIDONG VIL.
喜南里,XINAN VIL.
單座一巷,DANZUO 1ST LN.
單座二巷,DANZUO 2ND LN.
圍下里,WEIXIA VIL.
圍內村,WEINEI VIL.
圍潭村,WEITAN VIL.
堤防一巷,TIFANG 1ST LN.
堤防巷,TIFANG LN.
堰堤巷,YANTI LN.
壹豐巷,YIFENG LN.
富久巷,FUJIU LN.
富山村,FUSHAN VIL.
富山里,FUSHAN VIL.
富山巷,FUSHAN LN.
富仁里,FUREN VIL.
富仁巷,FUREN LN.
富升巷,FUSHENG LN.
富戶巷,FUHU LN.
富文巷,FUWEN LN.
富水里,FUSHUI VIL.
富世村,FUSHI VIL.
富台里,FUTAI VIL.
富民村,FUMIN VIL.
富民里,FUMIN VIL.
富民巷,FUMIN LN.
富田村,FUTIAN VIL.
富甲里,FUJIA VIL.
富光里,FUGUANG VIL.
富光巷,FUGUANG LN.
富州里,FUZHOU VIL.
富州巷,FUZHOU LN.
富收村,FUSHOU VIL.
富有巷,FUYOU LN.
富竹里,FUZHU VIL.
富里村,FULI VIL.
富岡里,FUGANG VIL.
富林里,FULIN VIL.
富南村,FUNAN VIL.
富春里,FUCHUN VIL.
富洲里,FUZHOU VIL.
富美巷,FUMEI LN.
富泰里,FUTAI VIL.
富國里,FUGUO VIL.
富國巷,FUGUO LN.
富基里,FUJI VIL.
富強里,FUQIANG VIL.
富強巷,FUQIANG LN.
富琦村,FUQI VIL.
富華里,FUHUA VIL.
富華巷,FUHUA LN.
富貴一巷,FUGUI 1ST LN.
富貴二巷,FUGUI 2ND LN.
富貴三巷,FUGUI 3RD LN.
富貴四巷,FUGUI 4TH LN.
富貴里,FUGUI VIL.
富貴巷,FUGUI LN.
富順巷,FUSHUN LN.
富源村,FUYUAN VIL.
富源里,FUYUAN VIL.
富裕里,FUYU VIL.
富裕巷,FUYU LN.
富農巷,FUNONG LN.
富榮里,FURONG VIL.
富福里,FUFU VIL.
富寮里,FULIAO VIL.
富興村,FUXING VIL.
富興巷,FUXING LN.
富錦里,FUJIN VIL.
富豐里,FUFENG VIL.
寒溪村,HANXI VIL.
寒溪巷,HANXI LN.
寓埔村,YUPU VIL.
尊賢里,ZUNXIAN VIL.
嵐翠里,LANCUI VIL.
彭山里,PENGSHAN VIL.
彭城一巷,PENGCHENG 1ST LN.
彭城二巷,PENGCHENG 2ND LN.
彭城三巷,PENGCHENG 3RD LN.
彭城里,PENGCHENG VIL.
彭厝村,PENGCUO VIL.
彭厝里,PENGCUO VIL.
彭福里,PENGFU VIL.
彭興里,PENGXING VIL.
復中里,FUZHONG VIL.
復元里,FUYUAN VIL.
復旦里,FUDAN VIL.
復光一巷,FUGUANG 1ST LN.
復光二巷,FUGUANG 2ND LN.
復光三巷,FUGUANG 3RD LN.
復光五巷,FUGUANG 5TH LN.
復光六巷,FUGUANG 6TH LN.
復光四巷,FUGUANG 4TH LN.
復安里,FU’AN VIL.
復金村,FUJIN VIL.
復建里,FUJIAN VIL.
復國一巷,FUGUO 1ST LN.
復國七巷,FUGUO 7TH LN.
復國九巷,FUGUO 9TH LN.
復國二巷,FUGUO 2ND LN.
復國八巷,FUGUO 8TH LN.
復國十一巷,FUGUO 11TH LN.
復國十二巷,FUGUO 12TH LN.
復國十巷,FUGUO 10TH LN.
復國三巷,FUGUO 3RD LN.
復國五巷,FUGUO 5TH LN.
復國六巷,FUGUO 6TH LN.
復國四巷,FUGUO 4TH LN.
復國里,FUGUO VIL.
復國巷,FUGUO LN.
復盛里,FUSHENG VIL.
復華里,FUHUA VIL.
復華巷,FUHUA LN.
復勢里,FUSHI VIL.
復源里,FUYUAN VIL.
復興一巷,FUXING 1ST LN.
復興二巷,FUXING 2ND LN.
復興三巷,FUXING 3RD LN.
復興四巷,FUXING 4TH LN.
復興村,FUXING VIL.
復興里,FUXING VIL.
復興巷,FUXING LN.
復興新巷,FUXINGXIN LN.
復豐里,FUFENG VIL.
惠中里,HUIZHONG VIL.
惠北巷,HUIBEI LN.
惠民村,HUIMIN VIL.
惠民里,HUIMIN VIL.
惠民巷,HUIMIN LN.
惠好村,HUIHAO VIL.
惠安里,HUI’AN VIL.
惠安巷,HUI’AN LN.
惠來里,HUILAI VIL.
惠明巷,HUIMING LN.
惠東巷,HUIDONG LN.
惠南巷,HUINAN LN.
惠陽巷,HUIYANG LN.
惠楠里,HUINAN VIL.
惠榮巷,HUIRONG LN.
惠豐里,HUIFENG VIL.
掌潭村,ZHANGTAN VIL.
插角里,CHAJIAO VIL.
揚雅里,YANGYA VIL.
敦化里,DUNHUA VIL.
敦安里,DUN’AN VIL.
敦成巷,DUNCHENG LN.
敦和里,DUNHE VIL.
敦厚村,DUNHOU VIL.
敦厚里,DUNHOU VIL.
敦煌里,DUNHUANG VIL.
斯文里,SIWEN VIL.
普山巷,PUSHAN LN.
普仁里,PUREN VIL.
普天里,PUTIAN VIL.
普忠里,PUZHONG VIL.
普強里,PUQIANG VIL.
普善巷,PUSHAN LN.
普照里,PUZHAO VIL.
普義里,PUYI VIL.
普慶里,PUQING VIL.
普濟里,PUJI VIL.
景山里,JINGSHAN VIL.
景中巷,JINGZHONG LN.
景仁里,JINGREN VIL.
景文里,JINGWEN VIL.
景平里,JINGPING VIL.
景本里,JINGBEN VIL.
景安里,JING’AN VIL.
景行里,JINGXING VIL.
景東里,JINGDONG VIL.
景南里,JINGNAN VIL.
景南巷,JINGNAN LN.
景星里,JINGXING VIL.
景美村,JINGMEI VIL.
景美里,JINGMEI VIL.
景美巷,JINGMEI LN.
景華里,JINGHUA VIL.
景勤里,JINGQIN VIL.
景新里,JINGXIN VIL.
景新巷,JINGXIN LN.
景福里,JINGFU VIL.
景福巷,JINGFU LN.
景慶里,JINGQING VIL.
景聯里,JINGLIAN VIL.
晴光里,QINGGUANG VIL.
晴朗里,QINGLANG VIL.
智仁里,ZHIREN VIL.
智仁巷,ZHIREN LN.
智光里,ZHIGUANG VIL.
智光巷,ZHIGUANG LN.
智蚵里,ZHIKE VIL.
智發巷,ZHIFA LN.
智義巷,ZHIYI LN.
智誠里,ZHICHENG VIL.
智德巷,ZHIDE LN.
智慧里,ZHIHUI VIL.
曾厝村,ZENGCUO VIL.
曾厝巷,ZENGCUO LN.
曾家村,ZENGJIA VIL.
曾福巷,ZENGFU LN.
曾營巷,ZENGYING LN.
朝山里,CHAOSHAN VIL.
朝安里,CHAO’AN VIL.
朝昇一巷,CHAOSHENG 1ST LN.
朝昇二巷,CHAOSHENG 2ND LN.
朝昇三巷,CHAOSHENG 3RD LN.
朝棟里,CHAODONG VIL.
朝陽一巷,CHAOYANG 1ST LN.
朝陽二巷,CHAOYANG 2ND LN.
朝陽三巷,CHAOYANG 3RD LN.
朝陽村,CHAOYANG VIL.
朝陽里,CHAOYANG VIL.
朝陽巷,CHAOYANG LN.
朝雲巷,CHAOYUN LN.
朝興村,CHAOXING VIL.
棋盤村,QIPAN VIL.
棋盤巷,QIPAN LN.
森永村,SENYONG VIL.
森林巷,SENLIN LN.
森榮里,SENRONG VIL.
森豐巷,SENFENG LN.
渡船巷,DUCHUAN LN.
渡頭里,DUTOU VIL.
港口村,GANGKOU VIL.
港口里,GANGKOU VIL.
港子村,GANGZI VIL.
港仔村,GANGZAI VIL.
港仔里,GANGZAI VIL.
港北里,GANGBEI VIL.
港正里,GANGZHENG VIL.
港后里,GANGHOU VIL.
港西村,GANGXI VIL.
港西里,GANGXI VIL.
港尾村,GANGWEI VIL.
港尾里,GANGWEI VIL.
港坪里,GANGPING VIL.
港明里,GANGMING VIL.
港東村,GANGDONG VIL.
港東里,GANGDONG VIL.
港南里,GANGNAN VIL.
港後村,GANGHOU VIL.
港後里,GANGHOU VIL.
港後巷,GANGHOU LN.
港美村,GANGMEI VIL.
港埔里,GANGPU VIL.
港莊巷,GANGZHUANG LN.
港通里,GANGTONG VIL.
港都里,GANGDU VIL.
港富里,GANGFU VIL.
港華里,GANGHUA VIL.
港新里,GANGXIN VIL.
港新巷,GANGXIN LN.
港墘村,GANGQIAN VIL.
港墘里,GANGQIAN VIL.
港嘴里,GANGZUI VIL.
港德里,GANGDE VIL.
港興里,GANGXING VIL.
港頭巷,GANGTOU LN.
港邊里,GANGBIAN VIL.
港邊巷,GANGBIAN LN.
游西村,YOUXI VIL.
游東村,YOUDONG VIL.
湄洲里,MEIZHOU VIL.
湖口村,HUKOU VIL.
湖山里,HUSHAN VIL.
